date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-11-14,17.9,,20.1,0,,,,,,
2019-11-15,17.7,,22.4,0,,,,,,
2019-11-16,16.3,11.7,22.1,0,,,,,,
2019-11-17,17.2,13.3,22.6,0,,,,,,
2019-11-18,17.9,14.8,22,0,,,,,,
2019-11-19,16.7,12.7,22.5,,,,,,,
2019-11-20,16.8,12.1,22.5,0,,,,,,
2019-11-21,18.1,13.1,21.9,0,,,,,,
2019-11-22,16.1,14.3,,5.6,,,,,,
2019-11-23,15.8,,19.5,1.8,,,,,,
2019-11-24,15.4,11.2,20.3,0,,,,,,
2019-11-25,15,14,,14.2,,,,,,
2019-11-26,14.8,,17.7,24.6,,,,,,
2019-11-27,13.6,10.3,18.1,0.5,,,,,,
2019-11-28,15.9,11.2,19.6,0,,,,,,
2019-11-29,18.9,15.6,21.8,4.3,,,,,,
2019-11-30,17.3,15,21.6,1.3,,,,,,
2019-12-01,13.3,,15.7,1.3,,,,,,
2019-12-02,10.5,7.5,14,0,,,,,,
2019-12-03,11.3,6.9,16.3,0,,,,,,
2019-12-04,10.4,,12.6,0,,,,,,
2019-12-05,10.1,8,13.1,5.6,,,,,,
2019-12-06,8.8,,12.5,0,,,,,,
2019-12-07,9.9,3.6,14.2,0,,,,,,
2019-12-08,11.8,,15.2,2.3,,,,,,
2019-12-09,9.9,6.1,14.9,0,,,,,,
2019-12-10,11.9,7.2,16.6,0,,,,,,
2019-12-11,12.7,10.6,15.9,1.5,,,,,,
2019-12-12,13.7,11,17.3,6.6,,,,,,
2019-12-13,12.9,11.7,15.5,1,,,,,,
2019-12-14,14.5,11.9,17.4,8.9,,,,,,
2019-12-15,13.9,9.8,18.8,0.5,,,,,,
2019-12-16,12,,17.6,0,,,,,,
2019-12-17,12.2,7.3,17.8,0,,,,,,
2019-12-18,13.5,10.1,17.9,0,,,,,,
2019-12-19,13.6,10.6,18.5,0,,,,,,
2019-12-20,13.8,10.4,16.9,0,,,,,,
2019-12-21,15.8,13.8,16.8,0,,,,,,
2019-12-22,17.7,,20.5,0,,,,,,
2019-12-23,12.2,11.1,14.6,27.9,,,,,,
2019-12-24,11.8,9.5,14.6,41.1,,,,,,
2019-12-25,10.3,,12.5,0,,,,,,
2019-12-26,9.7,6.8,12.4,0,,,,,,
2019-12-27,9.3,5.7,12.3,,,,,,,
2019-12-28,8.3,5.8,10.3,0,,,,,,
2019-12-29,8.3,6.9,10.6,0,,,,,,
2019-12-30,8.5,7.1,,0,,,,,,
2019-12-31,9.9,,13.3,0,,,,,,
2020-01-01,7.3,3.3,10.6,0,,,,,,
2020-01-02,8.3,5.8,11.3,0,,,,,,
2020-01-03,8.4,,12.4,0,,,,,,
2020-01-04,7.7,,12.2,0,,,,,,
2020-01-05,7.9,4.2,12.1,4.1,,,,,,
2020-01-06,7,5.8,8,7.1,,,,,,
2020-01-07,7.9,,9.6,0.8,,,,,,
2020-01-08,7.5,,10.2,0,,,,,,
2020-01-09,7.4,5.4,10.4,,,,,,,
2020-01-10,6.8,,11.5,0,,,,,,
2020-01-11,7.7,2.5,13.7,0,,,,,,
2020-01-12,10.3,6.5,15.4,0,,,,,,
2020-01-13,9.5,,,,,,,,,
2020-01-14,7.6,3.4,12.9,0,,,,,,
2020-01-15,8.4,4.3,13.2,0,,,,,,
2020-01-16,9.9,6,14.1,0,,,,,,
2020-01-17,9.4,7.3,12.6,0,,,,,,
2020-01-18,9.3,6.9,12.7,0,,,,,,
2020-01-19,8,5.4,11.1,0,,,,,,
2020-01-20,6.8,3.8,11.3,0,,,,,,
2020-01-21,5.8,,8.7,0,,,,,,
2020-01-22,6.1,2.2,10.3,0,,,,,,
2020-01-23,6.8,1.2,13,0,,,,,,
2020-01-24,6.7,2.5,11.4,0,,,,,,
2020-01-25,8.3,1.2,14.7,0,,,,,,
2020-01-26,12.4,8.6,14.8,0,,,,,,
2020-01-27,13.6,11.5,17.2,1,,,,,,
2020-01-28,12.2,,16.6,12.7,,,,,,
2020-01-29,13.4,9.1,17.3,0,,,,,,
2020-01-30,12.3,,15.9,0.8,,,,,,
2020-01-31,8.5,3.7,13,14.2,,,,,,
2020-02-01,11.8,8.2,17.2,0,,,,,,
2020-02-02,13.5,9.2,18.6,0,,,,,,
2020-02-03,14.6,11.7,17.1,0,,,,,,
2020-02-04,15.9,13.6,19,0,,,,,,
2020-02-05,14.4,,19.1,0.5,,,,,,
2020-02-06,7.9,,11.5,20.3,,,,,,
2020-02-07,6,3.6,8.7,7.6,,,,,,
2020-02-08,3.6,,5.9,0,,,,,,
2020-02-09,3.5,-0.5,8,0,,,,,,
2020-02-10,6.6,-0.1,12.1,0,,,,,,
2020-02-11,12.9,7.9,17.5,0,,,,,,
2020-02-12,15.3,,19.9,0,,,,,,
2020-02-13,12.6,,16.6,0.8,,,,,,
2020-02-14,11.6,6,16.2,0,,,,,,
2020-02-15,11.8,,13.1,8.9,,,,,,
2020-02-16,11.4,9.6,15.6,4.1,,,,,,
2020-02-17,10.9,,15.8,0,,,,,,
2020-02-18,10.8,5.3,17.4,0,,,,,,
2020-02-19,11.9,7.1,17.2,0,,,,,,
2020-02-20,11.2,,13.1,6.1,,,,,,
2020-02-21,9.8,,12.4,5.1,,,,,,
2020-02-22,9.2,6.5,12.2,0,,,,,,
2020-02-23,9.6,5.4,14.7,0,,,,,,
2020-02-24,10.5,4.7,17.1,0,,,,,,
2020-02-25,12.3,7.8,17.1,0,,,,,,
2020-02-26,15.6,8.1,20.9,0,,,,,,
2020-02-27,16.6,,19.8,0,,,,,,
2020-02-28,12.9,8.9,17.2,2.8,,,,,,
2020-02-29,8.9,6.6,10.8,14.2,10,,,,,
2020-03-01,9.4,4.7,14.7,0,,,,,,
2020-03-02,13.7,6.6,18.8,0,,,,,,
2020-03-03,17,13.1,22.9,0,,,,,,
2020-03-04,17.1,13.3,22.2,0,,,,,,
2020-03-05,11.9,,,16.5,,,,,,
2020-03-06,13.4,10,18,10.4,,,,,,
2020-03-07,16.3,11.1,21.2,0,,,,,,
2020-03-08,17.4,,20.9,0,,,,,,
2020-03-09,16.6,13,22.6,0,,,,,,
2020-03-10,13.9,12,18.2,6.9,,,,,,
2020-03-11,14.1,,18.1,1.5,,,,,,
2020-03-12,16,9,23.9,0,,,,,,
2020-03-13,16.8,,22,,,,,,,
2020-03-14,15.9,9,23.3,,,,,,,
2020-03-15,15.9,,21.8,0,,,,,,
2020-03-16,9.4,,11.9,1.3,,,,,,
2020-03-17,10.9,5,15,0,,,,,,
2020-03-18,10.9,5.5,15.9,0,,,,,,
2020-03-19,9.7,6,13,0,,,,,,
2020-03-20,12.2,7.3,16.8,0,,,,,,
2020-03-21,14.2,7,19.5,,,,,,,
2020-03-22,15.6,9.8,18.6,0,,,,,,
2020-03-23,15.9,12.2,18.8,0,,,,,,
2020-03-24,14.5,8.4,18.1,0,,,,,,
2020-03-25,15.3,10.4,19.4,0,,,,,,
2020-03-26,14.1,10.8,15.8,0,,,,,,
2020-03-27,13.7,11,16.9,5.1,,,,,,
2020-03-28,12.5,10.9,15.5,16,,,,,,
2020-03-29,13.4,9.7,16.7,0.8,,,,,,
2020-03-30,15.6,7.7,19.9,0,,,,,,
2020-03-31,16.9,11.1,21.3,0,,,,,,
2020-04-01,13.9,10,16.9,0,,,,,,
2020-04-02,11.6,,14.8,11.2,,,,,,
2020-04-03,12.9,9.5,16,8.9,,,,,,
2020-04-04,18.2,11.7,22,0.3,,,,,,
2020-04-05,16.2,13.4,19.4,5.3,,,,,,
2020-04-06,14.7,11.7,18.5,12.4,,,,,,
2020-04-07,14.2,10.3,17.4,0.8,,,,,,
2020-04-08,15.4,9.9,19.8,0.5,,,,,,
2020-04-09,15.1,9.2,20.7,0,,,,,,
2020-04-10,17.2,7,23.1,0,,,,,,
2020-04-11,19.9,9.1,25.4,0,,,,,,
2020-04-12,20.2,12.6,24.9,0,,,,,,
2020-04-13,16.6,7.7,21.8,0,,,,,,
2020-04-14,20.7,12.1,26,0,,,,,,
2020-04-15,19.6,,23.9,2,,,,,,
2020-04-16,15.7,10.7,20.5,11.7,,,,,,
2020-04-17,16.4,9,20.9,0,,,,,,
2020-04-18,18.9,10.2,23.6,0,,,,,,
2020-04-19,19.8,10.6,25,0,,,,,,
2020-04-20,21.6,14.5,26.4,0,,,,,,
2020-04-21,19.4,15.6,22.8,0,,,,,,
2020-04-22,16.1,,20.5,0,,,,,,
2020-04-23,16,11.5,20.3,0,,,,,,
2020-04-24,16.4,11.2,19.1,,,,,,,
2020-04-25,16.6,11.8,21.1,0,,,,,,
2020-04-26,19.7,10.6,25.5,0,,,,,,
2020-04-27,19.3,12.8,23,0,,,,,,
2020-04-28,19.9,11.4,24.9,0,,,,,,
2020-04-29,21.7,13.1,26.9,0,,,,,,
2020-04-30,20.7,17.2,24.6,,,,,,,
2020-05-01,21.9,15.6,26.2,0,,,,,,
2020-05-02,22.3,16.9,26.2,0,,,,,,
2020-05-03,19.1,14.3,23,10.4,,,,,,
2020-05-04,16.2,,19.5,17,,,,,,
2020-05-05,17.9,12.8,21.6,9.4,,,,,,
2020-05-06,21.7,12.4,27.1,0,,,,,,
2020-05-07,18.1,,20.8,0,,,,,,
2020-05-08,20.5,13,25,0,,,,,,
2020-05-09,20.2,11.9,24.2,0,,,,,,
2020-05-10,22,12.6,28.2,0,,,,,,
2020-05-11,24.9,16.2,30.6,0,,,,,,
2020-05-12,26.8,20.6,31.4,0,,,,,,
2020-05-13,25.7,16.8,31.1,0,,,,,,
2020-05-14,25.2,16.5,30.5,0,,,,,,
2020-05-15,28.4,19,35.5,0,,,,,,
2020-05-16,29.8,20,36.7,0,,,,,,
2020-05-17,30.1,21.5,36.5,0,,,,,,
2020-05-18,29.2,20.8,34.1,0,,,,,,
2020-05-19,28.3,21.1,33.1,0,,,,,,
2020-05-20,29.3,20.8,35.6,0,,,,,,
2020-05-21,28,,30.7,0,,,,,,
2020-05-22,18.9,,21.4,7.9,,,,,,
2020-05-23,19.2,12.6,23.3,0.5,,,,,,
2020-05-24,20.3,13.4,23.7,0,,,,,,
2020-05-25,22,14.3,25.4,0,,,,,,
2020-05-26,20.1,16.4,23.5,1,,,,,,
2020-05-27,15.3,14,17,18.3,,,,,,
2020-05-28,18.7,13.9,22.1,10.7,,,,,,
2020-05-29,20.4,13.8,24,0,,,,,,
2020-05-30,19.8,15.5,24,1,,,,,,
2020-05-31,21.7,15.9,25.7,0,,,,,,
2020-06-01,17.9,,22,0,,,,,,
2020-06-02,20,13.6,23.2,34.3,,,,,,
2020-06-03,19.6,14.1,24.6,0,,,,,,
2020-06-04,22.4,15.1,28.3,3.3,,,,,,
2020-06-05,23.6,17.8,29.8,0,,,,,,
2020-06-06,26,20.2,32.9,0,,,,,,
2020-06-07,23.2,19,28.9,,,,,,,
2020-06-08,24.1,17.7,30.1,0,,,,,,
2020-06-09,25.3,19.1,32.2,0,,,,,,
2020-06-10,25.7,19,30.5,0,,,,,,
2020-06-11,25,,30.9,0,,,,,,
2020-06-12,22.9,,27.2,0,,,,,,
2020-06-13,22.8,18.3,28.6,0,,,,,,
2020-06-14,25.1,18.2,30.6,0,,,,,,
2020-06-15,27.1,21.8,34.4,0,,,,,,
2020-06-16,27.4,22.9,33.2,0,,,,,,
2020-06-17,26.5,,32.2,0,,,,,,
2020-06-18,25.2,20.8,29.2,0,,,,,,
2020-06-19,25.6,21.3,30.4,0,,,,,,
2020-06-20,26.8,20.3,32.5,0,,,,,,
2020-06-21,26.7,21.2,32.1,0,,,,,,
2020-06-22,25.5,21,30.3,0,,,,,,
2020-06-23,23.9,,28.3,0,,,,,,
2020-06-24,24.9,21,29.3,0.5,,,,,,
2020-06-25,28.1,22.7,33.3,0,,,,,,
2020-06-26,28.8,24.4,33.8,0,,,,,,
2020-06-27,29.1,24.5,33.9,0,,,,,,
2020-06-28,27.7,23.3,32.5,0,,,,,,
2020-06-29,27.5,21.2,32.2,0,,,,,,
2020-06-30,29.5,21.3,35.9,0,,,,,,
2020-07-01,31.6,24.2,37.9,0,,,,,,
2020-07-02,31.2,26.5,35.5,0,,,,,,
2020-07-03,29.8,24.5,34.7,0,,,,,,
2020-07-04,29.9,24.5,34.4,0,,,,,,
2020-07-05,30.7,25.7,35.4,0,,,,,,
2020-07-06,30.4,26.6,34.4,0,,,,,,
2020-07-07,28.8,24.7,33,0,,,,,,
2020-07-08,29.5,,34.4,0,,,,,,
2020-07-09,28.6,23.6,35.2,0,,,,,,
2020-07-10,28.9,24.1,33,0,,,,,,
2020-07-11,28.1,22.5,32.2,0,,,,,,
2020-07-12,28.1,23.6,32.7,0,,,,,,
2020-07-13,28.6,24.4,34.5,0,,,,,,
2020-07-14,27.6,23.5,32.8,0,,,,,,
2020-07-15,25.4,21.2,29.1,0,,,,,,
2020-07-16,25.5,20.4,30.3,0,,,,,,
2020-07-17,26.9,21.6,33.4,0,,,,,,
2020-07-18,26.7,22.3,30.8,0,,,,,,
2020-07-19,26.8,22.1,31.3,0,,,,,,
2020-07-20,28.1,23,32.7,0,,,,,,
2020-07-21,30,25,36.3,0,,,,,,
2020-07-22,30.3,25.2,37.1,0,,,,,,
2020-07-23,30.9,25.5,35.4,0,,,,,,
2020-07-24,30.2,24.5,34.8,0,,,,,,
2020-07-25,28.5,24.1,33.1,0,,,,,,
2020-07-26,27.9,23.1,32.3,0,,,,,,
2020-07-27,28.8,22.3,33.1,0,,,,,,
2020-07-28,31.2,25.5,37.5,0,,,,,,
2020-07-29,32.1,27,37.5,0,,,,,,
2020-07-30,31.7,25.3,36.8,0,,,,,,
2020-07-31,30.6,24.4,35.4,0,,,,,,
2020-08-01,32,26,38.3,0,,,,,,
2020-08-02,31.7,26.3,39.2,0,,,,,,
2020-08-03,29.9,,35,0,,,,,,
2020-08-04,27.2,23,31.6,0,,,,,,
2020-08-05,27.8,23.2,31.9,0,,,,,,
2020-08-06,28.9,23.1,34.9,0,,,,,,
2020-08-07,27.4,23.3,34,0,,,,,,
2020-08-08,27.1,23,31.7,0,,,,,,
2020-08-09,28.4,24.4,33.9,0,,,,,,
2020-08-10,29.6,24.7,35.3,,,,,,,
2020-08-11,29.9,24.5,35.8,0,,,,,,
2020-08-12,30.8,25.2,35.4,0,,,,,,
2020-08-13,30.3,25.2,36.8,0,,,,,,
2020-08-14,29.8,24.1,36.4,0,,,,,,
2020-08-15,28.6,22.4,35.4,0,,,,,,
2020-08-16,27.9,22.9,32.6,0,,,,,,
2020-08-17,27.2,22.4,31.4,0,,,,,,
2020-08-18,25.9,21.8,29.8,0,,,,,,
2020-08-19,26.5,21.4,30.7,0,,,,,,
2020-08-20,27.4,24.2,31.8,0,,,,,,
2020-08-21,28.6,24.1,33.6,0,,,,,,
2020-08-22,29.9,22.9,35.4,,,,,,,
2020-08-23,30.6,24.7,35.8,0,,,,,,
2020-08-24,28.6,23.8,32.8,0,,,,,,
2020-08-25,27.6,22.6,32.5,0,,,,,,
2020-08-26,27.9,22.2,32.5,0,,,,,,
2020-08-27,28.5,23.6,33.4,0,,,,,,
2020-08-28,28.8,23.1,34.5,0,,,,,,
2020-08-29,28.7,22.4,34.8,0,,,,,,
2020-08-30,28.3,22.3,35.2,0,,,,,,
2020-08-31,29.7,22.9,37,0,,,,,,
2020-09-01,26.8,22.9,33.5,0,,,,,,
2020-09-02,28.7,21.2,36.5,0,,,,,,
2020-09-03,28.7,22.9,35.8,0,,,,,,
2020-09-04,27.7,22.6,32.5,0,,,,,,
2020-09-05,26.9,23.1,31.2,0,,,,,,
2020-09-06,28,22.9,33.7,0,,,,,,
2020-09-07,27.4,22.2,31.7,0,,,,,,
2020-09-08,28,21,33.8,0,,,,,,
2020-09-09,29.9,24.8,36,0,,,,,,
2020-09-10,29,25.5,33,0,,,,,,
2020-09-11,28,22.8,32.7,0,,,,,,
2020-09-12,27.3,22.6,30.7,0,,,,,,
2020-09-13,27.6,22.7,32.2,0,,,,,,
2020-09-14,29.2,24.3,35.3,,,,,,,
2020-09-15,28.4,25,32.4,,,,,,,
2020-09-16,26.8,23.3,30.7,0,,,,,,
2020-09-17,26.5,21.6,32,0,,,,,,
2020-09-18,26.6,21.7,31.4,0,,,,,,
2020-09-19,26.6,22.3,32.5,0,,,,,,
2020-09-20,24.6,21.5,28.6,0,,,,,,
2020-09-21,24.9,21,29.6,0,,,,,,
2020-09-22,24.3,20.3,27.6,0,,,,,,
2020-09-23,23.5,18.8,28.2,0,,,,,,
2020-09-24,24.8,19.3,31.7,0,,,,,,
2020-09-25,24.7,20.3,30.4,0,,,,,,
2020-09-26,27.1,21.9,33.7,0,,,,,,
2020-09-27,25.3,,30.1,0,,,,,,
2020-09-28,27.3,20.6,33.9,0,,,,,,
2020-09-29,26.6,,33.4,0,,,,,,
2020-09-30,22.2,,26.7,0,,,,,,
2020-10-01,21,16.1,26.5,0,,,,,,
2020-10-02,22.7,17.4,28.6,0,,,,,,
2020-10-03,23.6,18.2,29.8,0,,,,,,
2020-10-04,24.9,18.6,32.4,0,,,,,,
2020-10-05,26.9,20.9,34.6,0,,,,,,
2020-10-06,25.4,20.5,35.2,0,,,,,,
2020-10-07,26.9,20.5,33.7,0,,,,,,
2020-10-08,23.1,,,0,,,,,,
2020-10-09,20.7,16.2,25.3,10.4,,,,,,
2020-10-10,20.2,14.8,23.8,0,,,,,,
2020-10-11,20.6,15.1,26.1,0,,,,,,
2020-10-12,22.3,16.3,27.6,0,,,,,,
2020-10-13,21.9,,28.6,32,,,,,,
2020-10-14,22.4,19,27.3,0,,,,,,
2020-10-15,21.4,17.9,26.7,0,,,,,,
2020-10-16,22.8,16.9,28.5,0,,,,,,
2020-10-17,24.6,20.9,30,0,,,,,,
2020-10-18,23.3,,28.9,0,,,,,,
2020-10-19,20.6,17.9,24.6,0,,,,,,
2020-10-20,19.8,14.7,23.3,0,,,,,,
2020-10-21,20.1,,23.5,0,,,,,,
2020-10-22,19.9,14.6,24.9,0,,,,,,
2020-10-23,20.1,15.1,25.6,0,,,,,,
2020-10-24,20.5,16.1,27,0,,,,,,
2020-10-25,21.6,16.3,28.3,0,,,,,,
2020-10-26,19.9,16.1,23.8,0,,,,,,
2020-10-27,18.3,14.6,,,,,,,,
2020-10-28,17.9,13.8,22.5,0.5,,,,,,
2020-10-29,17.8,15.3,20.5,13.2,,,,,,
2020-10-30,19.1,15.4,22.6,3.3,,,,,,
2020-10-31,16.5,,20.6,0,,,,,,
2020-11-01,15.1,10.1,21.2,0,,,,,,
2020-11-02,14.1,8.3,20.3,0,,,,,,
2020-11-03,15.7,8.9,21.3,0,,,,,,
2020-11-04,17.2,13.2,21.2,0,,,,,,
2020-11-05,17.2,15.3,19.4,0,,,,,,
2020-11-06,18.6,16,22.7,0,,,,,,
2020-11-07,17.7,15.1,21.6,0,,,,,,
2020-11-08,16.6,,21.8,0,,,,,,
2020-11-09,16.6,11.2,21.5,0,,,,,,
2020-11-10,19.1,13.4,23,0,,,,,,
2020-11-11,18.8,15,21.6,0,,,,,,
2020-11-12,16.9,10.9,20.3,0,,,,,,
2020-11-13,15.4,9.6,19,0,,,,,,
2020-11-14,14.7,9.4,19,1,,,,,,
2020-11-15,15.5,10.3,19.3,0,,,,,,
2020-11-16,14.3,8.1,,,,,,,,
2020-11-17,13.6,7.3,18.4,0,,,,,,
2020-11-18,14.7,7.8,17.1,0,,,,,,
2020-11-19,13,,13.8,0.5,,,,,,
2020-11-20,14.7,10.8,16.9,3.3,,,,,,
2020-11-21,14.4,10.7,17.4,0,,,,,,
2020-11-22,14.8,11.2,17.6,0,,,,,,
2020-11-23,12.7,7.6,16.9,0,,,,,,
2020-11-24,12.6,6,15.6,0,,,,,,
2020-11-25,14.3,10.6,17.3,0,,,,,,
2020-11-26,14.4,10.1,17.7,0,,,,,,
2020-11-27,12,5.2,17.3,0,,,,,,
2020-11-28,12.4,6.4,17.5,0,,,,,,
2020-11-29,15.7,9.3,19.2,0,,,,,,
2020-11-30,16.3,12.4,18.8,0,,,,,,
2020-12-01,13.2,,15.7,0,,,,,,
2020-12-02,10.9,7,13.5,0,,,,,,
2020-12-03,10.3,4.9,14.2,0,,,,,,
2020-12-04,15.9,8.4,19,0,,,,,,
2020-12-05,16.3,10.9,19.8,0,,,,,,
2020-12-06,14.4,10.4,18.7,0,,,,,,
2020-12-07,14.9,10.3,18.4,6.1,,,,,,
2020-12-08,14.9,12.4,17.3,1,,,,,,
2020-12-09,14.6,12,16.7,0,,,,,,
2020-12-10,16.4,,19.5,0.3,,,,,,
2020-12-11,14.5,11,17.3,41.4,,,,,,
2020-12-12,13.7,11.8,15.7,39.6,,,,,,
2020-12-13,14.8,13.3,16.4,61.7,,,,,,
2020-12-14,15.9,13.2,18.4,52.1,,,,,,
2020-12-15,13.6,,15.2,2.5,,,,,,
2020-12-16,13.5,9.3,16.3,0,,,,,,
2020-12-17,11.9,7.3,14.4,0,,,,,,
2020-12-18,11,6.5,13.7,0,,,,,,
2020-12-19,10.2,6.9,13,0,,,,,,
2020-12-20,9.1,4,12.4,0,,,,,,
2020-12-21,10.7,8.2,12.9,0,,,,,,
2020-12-22,10.3,6,12.9,0,,,,,,
2020-12-23,8.3,2.5,12.4,0,,,,,,
2020-12-24,10.9,4.6,14.7,0,,,,,,
2020-12-25,14.8,10.8,17.1,0,,,,,,
2020-12-26,16.1,13.7,18,1.5,,,,,,
2020-12-27,15.7,14.3,18.4,0.3,,,,,,
2020-12-28,14.3,12.7,16.9,27.4,,,,,,
2020-12-29,14.7,,18.1,5.6,,,,,,
2020-12-30,14.6,12,17.1,0.5,,,,,,
2020-12-31,13.6,12.1,14.5,0,,,,,,
2021-01-01,13.5,,15.5,6.9,,,,,,
2021-01-02,13.9,11,18.1,11.2,,131,7,,1021.6,
2021-01-03,13.7,10,16,0,,132,7,,1021.9,
2021-01-04,15.3,10.4,18.8,0.3,,132,12.1,,1017,
2021-01-05,13.9,10.7,17,24.6,,156,9.6,,1016.6,
2021-01-06,13.8,8.8,16.7,0,,133,6.9,,1022.6,
2021-01-07,14.7,10.2,17.3,0,,130,9,,1021.2,
2021-01-08,16.6,13.1,19.7,0,,142,14,,1018.3,
2021-01-09,16.3,12.8,17.6,0.3,,139,16.5,,1016.4,
2021-01-10,18.3,16,21,0.5,,142,15.7,,1018.7,
2021-01-11,20.7,17.8,22.5,0.3,,152,18.5,,1018.2,
2021-01-12,19.1,15.5,21.6,0,,152,21.6,,1012.7,
2021-01-13,12.3,10,15.2,32.3,,302,9.6,,1006.7,
2021-01-14,9.8,7.5,12.6,10.9,,327,6.7,,1008.5,
2021-01-15,7.6,2.6,10.5,11.7,,42,10.3,,1011.1,
2021-01-16,4.3,1.5,7.4,0.3,,21,6.9,,1008,
2021-01-17,4.8,-0.3,7.2,8.1,,4,9.5,,1011.3,
2021-01-18,3.8,1.5,6.7,0,,31,9.4,,1018.3,
2021-01-19,3.8,-0.8,7,0,,3,8.7,,1022.3,
2021-01-20,4.8,-1.6,9.7,0,,8,5.1,,1028.1,
2021-01-21,8.6,3.1,11.7,0,,131,8.3,,1029.6,
2021-01-22,11.8,8.9,13.7,0,,135,11.3,,1027.3,
2021-01-23,12.1,10.6,14.2,2.6,,141,13.5,,1021,
2021-01-24,14.3,11.3,17.5,10.4,,142,15.7,,1015.2,
2021-01-25,15.1,12.8,17.3,22.6,,156,17.3,,1011.8,
2021-01-26,16.7,13.5,18.5,12.4,,156,18.5,,1010.9,
2021-01-27,9.4,3,13.6,19.1,,266,16.2,,1002,
2021-01-28,4,0.4,7.2,5.6,,17,6,,1012.5,
2021-01-29,6,0.6,8.8,4.1,,112,9.5,,1015.7,
2021-01-30,11.5,7.2,16.8,4.8,,132,14.8,,1005,
2021-01-31,13.3,6.9,16.3,16,,134,11.1,,1010.6,
2021-02-01,17.6,12.9,19.8,0,,149,24,,1010.2,
2021-02-02,12.8,12.1,15.9,124,,144,9.5,,1014.4,
2021-02-03,14.6,10,18.4,30.7,,76,3.7,,1017.4,
2021-02-04,14.6,8.8,19.1,0,,106,3.4,,1018.1,
2021-02-05,14.4,8.2,19.4,0,,32,4,,1019.6,
2021-02-06,16.1,9.9,20.9,0,,134,8.4,,1018.9,
2021-02-07,16.7,12.3,20.7,0,,141,14.6,,1017.9,
2021-02-08,18.2,15.3,21.2,0,,155,23.8,,1013.2,
2021-02-09,16.8,15.1,18.2,3.8,,163,15.9,,1016.2,
2021-02-10,16.9,13.2,17.9,7.1,,147,12.7,,1016.7,
2021-02-11,14.6,12.4,18.7,5.8,,149,19.7,,1014.1,
2021-02-12,11.5,7.3,13.2,8.8,,294,10,,1016,
2021-02-13,11.4,5.1,13.8,0.1,,37,6.6,,1020.6,
2021-02-14,7.8,4.3,11.3,2.3,,88,10.8,,1014.5,
2021-02-15,5.3,4.2,6.5,12.7,,26,22,,1017.1,
2021-02-16,3.6,0.3,4.8,0,,4,25.2,,1017.4,
2021-02-17,3.9,0,7,0,,355,16.1,,1020.4,
2021-02-18,4.9,-0.7,7.8,0,,27,4.2,,1021.2,
2021-02-19,8.7,3,12.5,0,,22,6.8,,1026.1,
2021-02-20,6.7,2.1,11.7,0,,9,5.9,,1026.7,
2021-02-21,10.4,5.1,14.9,0,,32,6.8,,1025.9,
2021-02-22,10.4,2.5,14.7,0,,358,6.9,,1028.3,
2021-02-23,12.7,4.3,17.8,0,,1,6.8,,1027.9,
2021-02-24,13.7,5.5,20.2,0,,5,11.2,,1026.9,
2021-02-25,13.2,8.5,16.7,0,,19,14.5,,1027.1,
2021-02-26,13.9,7.8,18.3,0,,6,6.2,,1024.6,
2021-02-27,13.3,6,18,0,,357,5.4,,1018.9,
2021-02-28,13.3,7.3,17.7,0,,9,13.2,,1020.8,
2021-03-01,11.3,5.1,15,0,,356,10.7,,1024.3,
2021-03-02,9.7,7.4,12.4,0,,9,15,,1025.9,
2021-03-03,12.3,6.6,17.3,0,,358,13.7,,1025.1,
2021-03-04,11.4,3.3,15.9,0,,345,8.3,,1022.8,
2021-03-05,15.1,5.4,21.7,1.3,,123,8.4,,1020.4,
2021-03-06,16.1,12.5,19.7,0,,142,9.9,,1021.4,
2021-03-07,12.1,6,15.5,0,,26,10.5,,1021.6,
2021-03-08,10.3,2.1,15.1,0,,342,6.8,,1018.7,
2021-03-09,14.2,7.1,19.7,0,,55,4.4,,1015.3,
2021-03-10,15.1,8.4,20.1,0,,40,4,,1011.5,
2021-03-11,10.5,5.5,13.7,2,,62,12.2,,1010.2,
2021-03-12,9.4,4.5,12.9,17.8,,338,9.9,,1020.6,
2021-03-13,12.3,4.4,17.6,0,,69,4.1,,1018.1,
2021-03-14,14.2,8.4,16.6,0,,137,9.6,,1015,
2021-03-15,15.4,12.2,18.6,0.5,,160,16.5,,1006.6,
2021-03-16,13.3,7.8,16.6,4.8,,170,10,,1004.2,
2021-03-17,11.4,7.6,14.7,6.9,,186,8.6,,1006.9,
2021-03-18,8.2,5.2,11.6,5.4,,104,7.3,,1013.1,
2021-03-19,10.3,6.9,16.3,9.9,,135,11.1,,1014.4,
2021-03-20,12.8,10.9,15.2,38.6,,147,9.2,,1014.6,
2021-03-21,17.2,12.9,21.3,5.8,,153,7.7,,1008.9,
2021-03-22,18.2,11.6,21.6,0,,164,16,,1001.6,
2021-03-23,10.2,5.2,13.3,16.6,,70,12.1,,1002.7,
2021-03-24,8,5,11.9,4.3,,346,13.8,,1009.6,
2021-03-25,6.7,3.3,10.6,0.5,,352,9.8,,1017.1,
2021-03-26,8.9,1.8,12.4,0,,340,8.4,,1024.2,
2021-03-27,11.7,3.5,16.1,0,,19,7.2,,1028.1,
2021-03-28,13.7,5.2,18,0,,342,6.7,,1029,
2021-03-29,15.4,6.5,20.5,0,,1,8.9,,1027.1,
