date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-05-08,19.4,12.7,24.6,0,,357,8.3,,1016.1,
2022-05-09,18.9,12.9,22.7,0,,348,9.1,,1015.5,
2022-05-10,18.7,12.5,23.8,0,,337,8.6,,1014.9,
2022-05-11,19.6,13.9,24,0,,334,7.9,,1016.1,
2022-05-12,20.9,13.5,26.8,0,,342,8.9,,1019.2,
2022-05-13,21.1,16,26.7,0,,164,5.6,,1017.9,
2022-05-14,21.2,14.7,26.4,0,,328,7.6,,1015.9,
2022-05-15,21.7,15.4,27.6,0,,314,11.3,,1015.9,
2022-05-16,23.4,16.9,29.4,0,,319,8,,1017.5,
2022-05-17,23.6,17.2,29.1,0,,327,9.3,,1015.6,
2022-05-18,24.1,17.3,31.3,0,,325,8.3,,1012.7,
2022-05-19,17.2,12.6,21.7,14,,25,20,,1018.3,
2022-05-20,21.4,14.3,28.4,0,,22,13.4,,1019.3,
2022-05-21,21.8,15.5,27.1,0,,323,6.5,,1015.6,
2022-05-22,22.7,16.3,27.9,0,,315,11,,1009.1,
2022-05-23,23.9,18.3,28.8,0,,319,7.8,,1008.8,
2022-05-24,24.8,17.9,31,0,,317,7.3,,1010.8,
2022-05-25,25.8,19,33,0,,306,8.3,,1014.8,
2022-05-26,27.2,20,32.8,0,,,,,,
2022-05-27,27.9,20.9,34.3,0,,,,,,
2022-05-28,28.3,21.7,35.4,0,,343,6.8,,1010.9,
2022-05-29,29.3,24,34.9,0,,156,13.5,,1008.7,
2022-05-30,26.1,22.5,31.3,0,,208,9.6,,1010.8,
2022-05-31,26.1,21.3,30,0,,314,13,,1012.4,
2022-06-01,27.6,22.6,32.1,0,,352,11,,1010.8,
2022-06-02,27.8,23.5,31.9,0,,11,10.5,,1009.3,
2022-06-03,27.8,22.4,34.8,0,,18,12.1,,1009.7,
2022-06-04,28.3,23.3,33.9,0,,17,13.2,,1011.1,
2022-06-05,28.2,23.6,33.3,0,,356,11.9,,1010.3,
2022-06-06,28.2,24.3,32.7,0,,330,12.1,,1009.8,
2022-06-07,25.4,21,30.5,0,,351,15.1,,1008.7,
2022-06-08,23.9,19.7,27.8,0,,316,12.9,,1008.6,
2022-06-09,25.8,20,32.2,0,,223,7.3,,1009,
2022-06-10,27.1,21.6,30.9,0.2,,160,15.8,,1008.6,
2022-06-11,21.9,19.2,25.1,3.8,,138,7,,1006.8,
2022-06-12,22.1,19.2,24.6,9.1,,324,10.3,,1006.2,
2022-06-13,25.7,20.8,31.8,2.3,,352,11.9,,1006.6,
2022-06-14,26.7,20.9,31.5,0,,354,10.5,,1009.1,
2022-06-15,27.9,23.8,32.2,0,,17,9.5,,1012.6,
2022-06-16,27.2,23,30.5,0,,11,8.1,,1013.3,
2022-06-17,25.6,21.2,28.7,0,,336,11,,1012.4,
2022-06-18,26.8,20.9,32.3,0,,14,12.2,,1009.4,
2022-06-19,27.5,22.3,33.8,0,,21,12.8,,1010.3,
2022-06-20,24.9,21.5,28.8,0,,319,9.6,,1010.1,
2022-06-21,25.8,22.3,30,0,,318,12.9,,1009.4,
2022-06-22,28.6,21.7,34.2,0,,319,10.6,,1009.1,
2022-06-23,29.6,23.4,35,0,,309,9.2,,1009.5,
2022-06-24,27.9,23.8,32.6,0,,346,12.4,,1009.2,
2022-06-25,26.9,20.6,31.2,0,,325,12.5,,1012,
2022-06-26,26.9,23.1,31.8,0.3,,334,10.6,,1011.1,
2022-06-27,27.6,22.6,33.3,0,,356,14.3,,1012.2,
2022-06-28,27.2,24.4,31.8,0,,346,14.5,,1010.8,
2022-06-29,27.8,23.4,33.4,0,,6,14.5,,1010.3,
2022-06-30,28.3,23.4,33.7,0,,8,13.5,,1008.7,
2022-07-01,30.3,24.7,36.5,0,,18,14.5,,1009.2,
2022-07-02,31.2,26.7,37.5,0,,15,14.6,,1009.9,
2022-07-03,31.1,26.7,37.3,0,,32,16.6,,1008.8,
2022-07-04,29,22.3,34.4,0,,23,12.6,,1007.6,
2022-07-05,28.9,23,33.9,0,,13,11.2,,1007.4,
2022-07-06,27.4,22.5,31,0,,337,14,,1006.9,
2022-07-07,27.9,22.8,33.3,0,,331,15.5,,1008.7,
2022-07-08,28.1,23.8,32.1,0,,338,13.6,,1008.5,
2022-07-09,25.9,23,30.3,0,,325,8,,1005,
2022-07-10,26.7,22.2,32.2,0,,358,15,,1005.4,
2022-07-11,26.9,21.9,32.5,0,,342,12.6,,1010.4,
2022-07-12,26.8,22.6,31.6,0,,340,14.9,,1012.5,
2022-07-13,27.7,22.3,33.9,0,,355,16.9,,1012.2,
2022-07-14,29.4,23.9,36.3,0,,22,16.8,,1009.2,
2022-07-15,28.6,23.8,33.2,0,,7,12.2,,1006.9,
2022-07-16,30.7,24.3,36.7,0,,8,15.5,,1009.3,
2022-07-17,31.1,24.4,37.7,0,,13,17.6,,1011.1,
2022-07-18,29.8,25.2,35.1,0,,18,20.7,,1011.9,
2022-07-19,28.1,23.3,34.2,0,,18,17.3,,1011.5,
2022-07-20,28.2,23.7,34.5,0,,23,16.3,,1010.9,
2022-07-21,29.6,23.6,36.5,0,,16,15.4,,1010.1,
2022-07-22,31.2,26.2,36.9,0,,6,14.2,,1011.2,
2022-07-23,31.2,25.8,37.6,0,,9,15.6,,1011.5,
2022-07-24,31.6,24.9,39,0,,2,13.8,,1010.1,
2022-07-25,30.9,24.6,37.4,0,,355,11.8,,1007.7,
2022-07-26,29.8,26.3,34.5,0,,352,11.6,,1006.4,
2022-07-27,29.6,23.3,35,0,,318,10.2,,1005.5,
2022-07-28,29.4,22.9,34.7,0,,317,10,,1006,
2022-07-29,28.9,24.7,33,0,,332,10.2,,1007.3,
2022-07-30,28.8,24.4,33.1,0,,337,11,,1007.4,
2022-07-31,28.4,24.2,32.3,0,,334,12.7,,1006.2,
2022-08-01,29.6,25.8,34.3,0,,351,14.6,,1005.9,
2022-08-02,30.4,25.7,37,0,,5,15.1,,1006.6,
2022-08-03,30.7,26.3,35.6,0,,18,13.2,,1006.7,
2022-08-04,29.6,25.4,33.3,0,,2,12,,1007.5,
2022-08-05,29.3,24.2,32.9,0,,7,12,,1007.2,
2022-08-06,29.6,25.4,33.6,0,,6,11.4,,1004.3,
2022-08-07,30.7,25.7,36.4,0,,18,13.4,,1003.3,
2022-08-08,30.4,27,33.6,0,,16,10.5,,1005.5,
2022-08-09,30.6,25.3,36.5,0,,1,10.8,,1006.7,
2022-08-10,29.9,24.5,36.1,0,,7,13.7,,1006.3,
2022-08-11,30.4,26.5,36.3,0,,19,14.2,,1007.8,
2022-08-12,29.4,25.9,34.1,0,,359,11.2,,1008,
2022-08-13,27.1,24.1,31.4,0,,314,10.9,,1006.6,
2022-08-14,27.3,24,32,0,,304,9.1,,1005.3,
2022-08-15,26.4,23.4,30.5,0,,313,9.6,,1007.1,
2022-08-16,26.4,21.9,31.7,0,,312,10.3,,1010.7,
2022-08-17,28.4,23.4,33.1,0,,312,11.7,,1008.9,
2022-08-18,31,26,37.6,0,,347,11.9,,1006.9,
2022-08-19,31.7,27.4,38.1,0,,358,14.6,,1007.4,
2022-08-20,29.8,26.4,34.2,0,,336,10.6,,1006.5,
2022-08-21,28.8,24.2,34.3,0,,323,7.1,,1003.6,
2022-08-22,29.1,23.7,34.2,0,,181,6.5,,1004.1,
2022-08-23,27.8,22.9,33.1,0,,245,7,,1007.9,
2022-08-24,26.3,23.8,31,5.1,,219,5,,1008.9,
2022-08-25,26.2,23.2,29.7,0,,301,6.3,,1008.5,
2022-08-26,24.8,21.4,28.2,17,,171,3.8,,1008,
2022-08-27,26.3,22.4,30.9,0,,200,7.2,,1010.3,
2022-08-28,27.3,21.4,31.6,0.2,,320,8,,1011.6,
2022-08-29,28.2,22.9,33.6,0,,312,8.1,,1010.9,
2022-08-30,28.2,24.3,33.2,0,,306,5.8,,1010.7,
2022-08-31,27.7,22.8,32.1,0.3,,283,6.8,,1010.2,
